"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13003","Atkinson County, GA","4,870","0","1,509","141","31.0","2.9","3,361","141","69.0","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13005","Bacon County, GA","6,254","0","1,448","152","23.2","2.4","4,806","152","76.8","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13007","Baker County, GA","1,787","0","357","47","20.0","2.6","1,430","47","80.0","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13009","Baldwin County, GA","24,145","0","4,664","547","19.3","2.3","19,481","547","80.7","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13011","Banks County, GA","11,411","0","2,865","281","25.1","2.5","8,546","281","74.9","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13013","Barrow County, GA","49,848","0","10,709","977","21.5","2.0","39,139","977","78.5","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13015","Bartow County, GA","65,304","0","13,579","1,268","20.8","1.9","51,725","1,268","79.2","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13017","Ben Hill County, GA","9,489","0","1,848","217","19.5","2.3","7,641","217","80.5","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13019","Berrien County, GA","11,153","0","2,754","288","24.7","2.6","8,399","288","75.3","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13021","Bibb County, GA","86,250","0","17,543","1,589","20.3","1.8","68,707","1,589","79.7","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13023","Bleckley County, GA","6,910","0","1,204","150","17.4","2.2","5,706","150","82.6","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13025","Brantley County, GA","11,256","0","2,591","284","23.0","2.5","8,665","284","77.0","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13027","Brooks County, GA","8,920","0","2,172","230","24.3","2.6","6,748","230","75.7","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13029","Bryan County, GA","23,002","0","3,646","435","15.9","1.9","19,356","435","84.1","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13031","Bulloch County, GA","47,652","0","9,038","1,012","19.0","2.1","38,614","1,012","81.0","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13033","Burke County, GA","12,895","0","2,258","270","17.5","2.1","10,637","270","82.5","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13035","Butts County, GA","12,873","0","2,552","291","19.8","2.3","10,321","291","80.2","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13037","Calhoun County, GA","2,584","0","564","64","21.8","2.5","2,020","64","78.2","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13039","Camden County, GA","31,480","0","5,483","622","17.4","2.0","25,997","622","82.6","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13043","Candler County, GA","5,965","0","1,589","157","26.6","2.6","4,376","157","73.4","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13045","Carroll County, GA","70,799","0","13,126","1,283","18.5","1.8","57,673","1,283","81.5","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13047","Catoosa County, GA","40,079","0","6,815","760","17.0","1.9","33,264","760","83.0","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13049","Charlton County, GA","6,304","0","1,425","157","22.6","2.5","4,879","157","77.4","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13051","Chatham County, GA","170,767","0","33,735","2,709","19.8","1.6","137,032","2,709","80.2","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13053","Chattahoochee County, GA","5,325","0","690","123","13.0","2.3","4,635","123","87.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13055","Chattooga County, GA","13,724","0","2,894","300","21.1","2.2","10,830","300","78.9","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13057","Cherokee County, GA","156,365","0","26,367","2,156","16.9","1.4","129,998","2,156","83.1","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13059","Clarke County, GA","81,232","0","17,043","1,638","21.0","2.0","64,189","1,638","79.0","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13061","Clay County, GA","1,488","0","306","41","20.6","2.8","1,182","41","79.4","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13063","Clayton County, GA","176,915","0","41,718","3,302","23.6","1.9","135,197","3,302","76.4","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13065","Clinch County, GA","3,824","0","862","101","22.5","2.6","2,962","101","77.5","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13067","Cobb County, GA","480,147","0","79,642","5,017","16.6","1.0","400,505","5,017","83.4","1.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13069","Coffee County, GA","23,474","0","5,692","575","24.2","2.4","17,782","575","75.8","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13071","Colquitt County, GA","25,890","0","7,751","682","29.9","2.6","18,139","682","70.1","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13073","Columbia County, GA","94,559","0","11,683","1,213","12.4","1.3","82,876","1,213","87.6","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13075","Cook County, GA","9,926","0","2,322","242","23.4","2.4","7,604","242","76.6","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13077","Coweta County, GA","89,814","0","14,745","1,410","16.4","1.6","75,069","1,410","83.6","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13079","Crawford County, GA","7,402","0","1,529","182","20.7","2.5","5,873","182","79.3","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13081","Crisp County, GA","12,572","0","2,587","311","20.6","2.5","9,985","311","79.4","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13083","Dade County, GA","9,062","0","1,668","194","18.4","2.1","7,394","194","81.6","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13085","Dawson County, GA","14,822","0","2,704","297","18.2","2.0","12,118","297","81.8","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13087","Decatur County, GA","14,897","0","3,471","343","23.3","2.3","11,426","343","76.7","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13089","DeKalb County, GA","477,977","0","96,912","5,505","20.3","1.2","381,065","5,505","79.7","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13091","Dodge County, GA","11,310","0","2,036","244","18.0","2.2","9,274","244","82.0","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13093","Dooly County, GA","6,721","0","1,369","163","20.4","2.4","5,352","163","79.6","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13095","Dougherty County, GA","49,904","0","10,605","1,081","21.3","2.2","39,299","1,081","78.7","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13097","Douglas County, GA","90,381","0","16,614","1,591","18.4","1.8","73,767","1,591","81.6","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13099","Early County, GA","5,615","0","962","121","17.1","2.2","4,653","121","82.9","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13101","Echols County, GA","2,385","0","740","80","31.0","3.4","1,645","80","69.0","3.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13103","Effingham County, GA","38,236","0","6,440","702","16.8","1.8","31,796","702","83.2","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13105","Elbert County, GA","10,835","0","2,355","256","21.7","2.4","8,480","256","78.3","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13107","Emanuel County, GA","12,265","0","2,439","283","19.9","2.3","9,826","283","80.1","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13109","Evans County, GA","5,727","0","1,282","142","22.4","2.5","4,445","142","77.6","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13111","Fannin County, GA","13,920","0","3,023","333","21.7","2.4","10,897","333","78.3","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13113","Fayette County, GA","66,979","0","8,389","836","12.5","1.2","58,590","836","87.5","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13115","Floyd County, GA","55,792","0","11,435","1,050","20.5","1.9","44,357","1,050","79.5","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13117","Forsyth County, GA","144,449","0","18,639","1,519","12.9","1.1","125,810","1,519","87.1","1.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13119","Franklin County, GA","12,983","0","2,999","310","23.1","2.4","9,984","310","76.9","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13121","Fulton County, GA","672,059","0","105,755","6,304","15.7","0.9","566,304","6,304","84.3","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13123","Gilmer County, GA","17,183","0","4,875","446","28.4","2.6","12,308","446","71.6","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13125","Glascock County, GA","1,797","0","311","40","17.3","2.2","1,486","40","82.7","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13127","Glynn County, GA","48,648","0","10,273","987","21.1","2.0","38,375","987","78.9","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13129","Gordon County, GA","34,630","0","8,676","798","25.1","2.3","25,954","798","74.9","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13131","Grady County, GA","13,893","0","3,510","348","25.3","2.5","10,383","348","74.7","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13133","Greene County, GA","9,140","0","2,039","199","22.3","2.2","7,101","199","77.7","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13135","Gwinnett County, GA","582,012","0","127,388","6,690","21.9","1.1","454,624","6,690","78.1","1.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13137","Habersham County, GA","24,416","0","5,867","555","24.0","2.3","18,549","555","76.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13139","Hall County, GA","119,202","0","30,338","2,213","25.5","1.9","88,864","2,213","74.5","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13141","Hancock County, GA","3,963","0","650","91","16.4","2.3","3,313","91","83.6","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13143","Haralson County, GA","17,569","0","3,392","377","19.3","2.1","14,177","377","80.7","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13145","Harris County, GA","20,443","0","2,783","322","13.6","1.6","17,660","322","86.4","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13147","Hart County, GA","14,440","0","3,041","340","21.1","2.4","11,399","340","78.9","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13149","Heard County, GA","7,053","0","1,255","146","17.8","2.1","5,798","146","82.2","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13151","Henry County, GA","144,329","0","23,150","2,123","16.0","1.5","121,179","2,123","84.0","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13153","Houston County, GA","95,133","0","13,858","1,443","14.6","1.5","81,275","1,443","85.4","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13155","Irwin County, GA","4,850","0","874","108","18.0","2.2","3,976","108","82.0","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13157","Jackson County, GA","42,185","0","7,908","778","18.7","1.8","34,277","778","81.3","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13159","Jasper County, GA","8,178","0","1,938","202","23.7","2.5","6,240","202","76.3","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13161","Jeff Davis County, GA","8,550","0","2,089","216","24.4","2.5","6,461","216","75.6","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13163","Jefferson County, GA","8,621","0","1,902","209","22.1","2.4","6,719","209","77.9","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13165","Jenkins County, GA","4,312","0","930","114","21.6","2.6","3,382","114","78.4","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13167","Johnson County, GA","4,546","0","874","105","19.2","2.3","3,672","105","80.8","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13169","Jones County, GA","16,865","0","2,867","327","17.0","1.9","13,998","327","83.0","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13171","Lamar County, GA","10,733","0","1,968","230","18.3","2.1","8,765","230","81.7","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13173","Lanier County, GA","6,185","0","1,182","161","19.1","2.6","5,003","161","80.9","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13175","Laurens County, GA","26,653","0","5,256","562","19.7","2.1","21,397","562","80.3","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13177","Lee County, GA","17,559","0","2,514","300","14.3","1.7","15,045","300","85.7","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13179","Liberty County, GA","36,724","0","6,037","786","16.4","2.1","30,687","786","83.6","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13181","Lincoln County, GA","4,458","0","877","106","19.7","2.4","3,581","106","80.3","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13183","Long County, GA","11,732","0","2,550","322","21.7","2.7","9,182","322","78.3","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13185","Lowndes County, GA","68,423","0","14,663","1,490","21.4","2.2","53,760","1,490","78.6","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13187","Lumpkin County, GA","18,714","0","4,088","460","21.8","2.5","14,626","460","78.2","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13189","McDuffie County, GA","12,176","0","2,209","259","18.1","2.1","9,967","259","81.9","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13191","McIntosh County, GA","8,117","0","1,667","192","20.5","2.4","6,450","192","79.5","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13193","Macon County, GA","6,546","0","1,547","173","23.6","2.6","4,999","173","76.4","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13195","Madison County, GA","17,636","0","3,961","384","22.5","2.2","13,675","384","77.5","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13197","Marion County, GA","4,854","0","953","114","19.6","2.3","3,901","114","80.4","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13199","Meriwether County, GA","12,106","0","2,507","280","20.7","2.3","9,599","280","79.3","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13201","Miller County, GA","3,093","0","615","73","19.9","2.4","2,478","73","80.1","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13205","Mitchell County, GA","11,481","0","2,543","275","22.1","2.4","8,938","275","77.9","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13207","Monroe County, GA","15,942","0","2,657","303","16.7","1.9","13,285","303","83.3","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13209","Montgomery County, GA","4,949","0","1,069","119","21.6","2.4","3,880","119","78.4","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13211","Morgan County, GA","10,730","0","1,875","218","17.5","2.0","8,855","218","82.5","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13213","Murray County, GA","23,871","0","6,217","577","26.0","2.4","17,654","577","74.0","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13215","Muscogee County, GA","114,552","0","20,708","1,904","18.1","1.7","93,844","1,904","81.9","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13217","Newton County, GA","65,774","0","12,988","1,253","19.7","1.9","52,786","1,253","80.3","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13219","Oconee County, GA","22,952","0","2,970","330","12.9","1.4","19,982","330","87.1","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13221","Oglethorpe County, GA","9,003","0","2,135","220","23.7","2.4","6,868","220","76.3","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13223","Paulding County, GA","104,197","0","17,683","1,781","17.0","1.7","86,514","1,781","83.0","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13225","Peach County, GA","15,980","0","3,119","358","19.5","2.2","12,861","358","80.5","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13227","Pickens County, GA","18,458","0","3,374","364","18.3","2.0","15,084","364","81.7","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13229","Pierce County, GA","11,223","0","2,364","242","21.1","2.2","8,859","242","78.9","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13231","Pike County, GA","11,209","0","1,851","206","16.5","1.8","9,358","206","83.5","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13233","Polk County, GA","24,615","0","5,702","579","23.2","2.4","18,913","579","76.8","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13235","Pulaski County, GA","5,460","0","1,005","123","18.4","2.3","4,455","123","81.6","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13237","Putnam County, GA","12,088","0","2,679","280","22.2","2.3","9,409","280","77.8","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13239","Quitman County, GA","1,160","0","267","34","23.0","2.9","893","34","77.0","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13241","Rabun County, GA","9,118","0","2,271","229","24.9","2.5","6,847","229","75.1","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13243","Randolph County, GA","3,547","0","721","92","20.3","2.6","2,826","92","79.7","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13245","Richmond County, GA","116,784","0","23,018","2,128","19.7","1.8","93,766","2,128","80.3","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13247","Rockdale County, GA","54,679","0","10,614","1,067","19.4","2.0","44,065","1,067","80.6","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13249","Schley County, GA","3,027","0","576","69","19.0","2.3","2,451","69","81.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13251","Screven County, GA","8,107","0","1,531","181","18.9","2.2","6,576","181","81.1","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13253","Seminole County, GA","4,613","0","977","111","21.2","2.4","3,636","111","78.8","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13255","Spalding County, GA","37,793","0","8,025","805","21.2","2.1","29,768","805","78.8","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13257","Stephens County, GA","14,445","0","2,915","298","20.2","2.1","11,530","298","79.8","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13259","Stewart County, GA","2,969","0","618","95","20.8","3.2","2,351","95","79.2","3.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13261","Sumter County, GA","16,501","0","3,458","388","21.0","2.4","13,043","388","79.0","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13263","Talbot County, GA","3,717","0","672","84","18.1","2.3","3,045","84","81.9","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13265","Taliaferro County, GA","905","0","199","26","22.0","2.9","706","26","78.0","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13267","Tattnall County, GA","12,069","0","2,885","304","23.9","2.5","9,184","304","76.1","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13269","Taylor County, GA","4,708","0","921","111","19.6","2.4","3,787","111","80.4","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13271","Telfair County, GA","7,372","0","1,466","179","19.9","2.4","5,906","179","80.1","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13273","Terrell County, GA","4,668","0","968","116","20.7","2.5","3,700","116","79.3","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13275","Thomas County, GA","25,465","0","5,238","523","20.6","2.1","20,227","523","79.4","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13277","Tift County, GA","22,992","0","5,601","562","24.4","2.4","17,391","562","75.6","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13279","Toombs County, GA","15,230","0","3,583","371","23.5","2.4","11,647","371","76.5","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13281","Towns County, GA","5,166","0","1,003","117","19.4","2.3","4,163","117","80.6","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13283","Treutlen County, GA","3,683","0","798","96","21.7","2.6","2,885","96","78.3","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13285","Troup County, GA","40,679","0","7,017","770","17.2","1.9","33,662","770","82.8","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13287","Turner County, GA","4,128","0","910","104","22.0","2.5","3,218","104","78.0","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13289","Twiggs County, GA","4,676","0","969","118","20.7","2.5","3,707","118","79.3","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13291","Union County, GA","12,110","0","2,594","285","21.4","2.4","9,516","285","78.6","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13293","Upson County, GA","15,332","0","2,711","307","17.7","2.0","12,621","307","82.3","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13295","Walker County, GA","40,618","0","7,226","759","17.8","1.9","33,392","759","82.2","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13297","Walton County, GA","55,688","0","10,199","982","18.3","1.8","45,489","982","81.7","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13299","Ware County, GA","18,987","0","3,681","400","19.4","2.1","15,306","400","80.6","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13301","Warren County, GA","2,968","0","528","68","17.8","2.3","2,440","68","82.2","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13303","Washington County, GA","10,743","0","1,988","236","18.5","2.2","8,755","236","81.5","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13305","Wayne County, GA","16,020","0","3,512","347","21.9","2.2","12,508","347","78.1","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13307","Webster County, GA","1,485","0","272","35","18.3","2.4","1,213","35","81.7","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13309","Wheeler County, GA","2,915","0","597","74","20.5","2.5","2,318","74","79.5","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13311","White County, GA","16,579","0","3,480","388","21.0","2.3","13,099","388","79.0","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13313","Whitfield County, GA","61,690","0","16,776","1,389","27.2","2.3","44,914","1,389","72.8","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13315","Wilcox County, GA","3,715","0","772","89","20.8","2.4","2,943","89","79.2","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13317","Wilkes County, GA","5,393","0","1,272","136","23.6","2.5","4,121","136","76.4","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13319","Wilkinson County, GA","5,145","0","897","105","17.4","2.0","4,248","105","82.6","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","13321","Worth County, GA","11,810","0","2,657","282","22.5","2.4","9,153","282","77.5","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","15000","Hawaii","829,131","0","45,845","3,828","5.5","0.5","783,286","3,828","94.5","0.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","15001","Hawaii County, HI","114,988","0","8,712","1,089","7.6","0.9","106,276","1,089","92.4","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","15003","Honolulu County, HI","572,660","0","28,312","1,775","4.9","0.3","544,348","1,775","95.1","0.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","15005","Kalawao County, HI","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","15007","Kauai County, HI","41,672","0","2,451","368","5.9","0.9","39,221","368","94.1","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","15009","Maui County, HI","99,811","0","6,370","830","6.4","0.8","93,441","830","93.6","0.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16000","Idaho","1,009,459","0","164,491","7,273","16.3","0.7","844,968","7,273","83.7","0.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16001","Ada County, ID","284,274","0","32,864","2,668","11.6","0.9","251,410","2,668","88.4","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16003","Adams County, ID","2,253","0","404","55","17.9","2.4","1,849","55","82.1","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16005","Bannock County, ID","50,285","0","7,677","844","15.3","1.7","42,608","844","84.7","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16007","Bear Lake County, ID","3,184","0","405","56","12.7","1.8","2,779","56","87.3","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16009","Benewah County, ID","5,024","0","903","111","18.0","2.2","4,121","111","82.0","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16011","Bingham County, ID","25,172","0","4,891","532","19.4","2.1","20,281","532","80.6","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16013","Blaine County, ID","13,297","0","2,844","311","21.4","2.3","10,453","311","78.6","2.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16015","Boise County, ID","4,452","0","702","94","15.8","2.1","3,750","94","84.2","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16017","Bonner County, ID","24,744","0","4,349","488","17.6","2.0","20,395","488","82.4","2.0"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16019","Bonneville County, ID","65,125","0","9,921","1,050","15.2","1.6","55,204","1,050","84.8","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16021","Boundary County, ID","6,435","0","1,366","162","21.2","2.5","5,069","162","78.8","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16023","Butte County, ID","1,368","0","224","30","16.4","2.2","1,144","30","83.6","2.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16025","Camas County, ID","607","0","107","15","17.6","2.5","500","15","82.4","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16027","Canyon County, ID","126,207","0","28,051","2,244","22.2","1.8","98,156","2,244","77.8","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16029","Caribou County, ID","3,775","0","458","64","12.1","1.7","3,317","64","87.9","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16031","Cassia County, ID","12,635","0","2,906","316","23.0","2.5","9,729","316","77.0","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2018","16033","Clark County, ID","506","0","162","18","32.0","3.6","344","18","68.0","3.6"
