Year,Survey,LocationDesc,DataSource,Topic,Question,StratificationCategory,Stratification,Median,Minimum,Maximum,DataValueUnit,DataValue,LowCI,HighCI,Footnote1,Footnote2,Footnote3,Footnote4,TopicID,QuestionID
2019,State,Tennessee,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,24.8,19.5,31.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Tennessee,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,30.7,24.5,37.7,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Texas,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,21.8,18.5,25.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Texas,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,20.9,17.5,24.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Texas,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,22.5,18.4,27.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Utah,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,10.7,8.1,14.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Utah,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,10.4,7.4,14.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Utah,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,11.1,7.7,15.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Vermont,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,28.2,27.5,29.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Vermont,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,28.1,27.1,29.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Vermont,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,28.5,27.4,29.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Virginia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,22.5,20.7,24.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Virginia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,21.8,19.5,24.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Virginia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,23.2,20.9,25.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,West Virginia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,40.6,35.4,46.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,West Virginia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,38.2,32.7,44.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,West Virginia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,42.1,35.2,49.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Wisconsin,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,22.2,18.4,26.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Wisconsin,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,22.4,18.4,26.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Wisconsin,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,22.1,17.3,27.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Albuquerque, NM",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,36.5,34.4,38.7,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Albuquerque, NM",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,36.6,34.0,39.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Albuquerque, NM",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,36.5,33.6,39.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Broward County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,14.4,11.9,17.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Broward County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,14.3,11.1,18.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Broward County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,13.4,10.0,17.7,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Chicago, IL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,16.2,12.3,21.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Chicago, IL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,14.2,10.9,18.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Chicago, IL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,16.7,12.3,22.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,District of Columbia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,17.2,16.4,17.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,District of Columbia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,14.5,13.5,15.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,District of Columbia,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,19.2,18.1,20.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Eaton Consortium, MI",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,17.2,14.0,20.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Eaton Consortium, MI",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,14.4,10.1,20.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Eaton Consortium, MI",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,18.9,15.2,23.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Fort Worth, TX",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,15.1,12.9,17.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Fort Worth, TX",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,14.7,12.0,17.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Fort Worth, TX",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,15.4,12.7,18.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Genesee Consortium, MI",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,17.2,14.5,20.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Genesee Consortium, MI",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,16.1,11.7,21.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Genesee Consortium, MI",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,17.8,14.5,21.7,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Hillsborough County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,19.3,16.5,22.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Hillsborough County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,16.7,13.8,20.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Hillsborough County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,20.2,16.1,25.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Houston, TX",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,15.3,13.2,17.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Houston, TX",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,14.7,12.0,18.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Houston, TX",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,14.5,11.9,17.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Los Angeles, CA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,14.3,11.9,17.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Los Angeles, CA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,13.1,10.1,16.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Los Angeles, CA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,15.3,11.5,20.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Newark, NJ",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,13.3,10.0,17.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Newark, NJ",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,10.4,7.4,14.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Newark, NJ",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,15.6,11.1,21.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Oakland, CA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,11.8,8.7,15.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Oakland, CA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,10.3,7.0,15.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Oakland, CA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,13.1,8.9,18.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Orange County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,18.8,15.4,22.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Orange County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,17.2,13.6,21.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Orange County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,19.0,14.3,24.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Palm Beach County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,19.7,17.4,22.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Palm Beach County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,17.8,15.2,20.7,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Palm Beach County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,20.5,17.4,24.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Pasco County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,23.7,21.0,26.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Pasco County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,22.5,19.2,26.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Pasco County, FL",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,24.0,20.5,27.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Philadelphia, PA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,10.3,8.2,12.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Philadelphia, PA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,8.7,5.6,13.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Philadelphia, PA",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,11.8,9.3,14.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Portland, OR",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,15.5,13.4,17.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Portland, OR",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,14.5,12.0,17.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Portland, OR",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,15.7,12.8,19.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Shelby County, TN",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,16.7,10.3,36.5,%,17.5,15.0,20.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Shelby County, TN",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,14.6,8.7,36.6,%,16.7,13.6,20.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,Local,"Shelby County, TN",YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,17.0,11.8,36.5,%,17.3,13.5,22.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
